English_title,Year,Dir_or_prod,Studio,Award_mains,Mains_cat,Award_fest,Fest_cat,Production_country,Director,Film_Studio
Bugsy,1991-01-01 00:00:00,Barry Levinson,,1,Oscar - Best Director - Winner or Nominee,0,,,Barry Levinson,
Thelma & Louise,1991-01-01 00:00:00,Ridley Scott,,1,Oscar - Best Director - Winner or Nominee,0,,,Ridley Scott,
Boyz n the Hood,1991-01-01 00:00:00,John Singleton,,1,Oscar - Best Director - Winner or Nominee,0,,,John Singleton,
JFK,1991-01-01 00:00:00,Oliver Stone,,1,Oscar - Best Director - Winner or Nominee,0,,,Oliver Stone,
Unforgiven,1992-01-01 00:00:00,Clint Eastwood,,1,Oscar - Best Director - Winner or Nominee,0,,,Clint Eastwood,
The Player,1992-01-01 00:00:00,Robert Altman,,1,Oscar - Best Director - Winner or Nominee,0,,,Robert Altman,
Scent of a Woman,1992-01-01 00:00:00,Martin Brest,,1,Oscar - Best Director - Winner or Nominee,0,,,Martin Brest,
Howards End,1992-01-01 00:00:00,James Ivory,,1,Oscar - Best Director - Winner or Nominee,0,,,James Ivory,
The Crying Game,1992-01-01 00:00:00,Neil Jordan,,1,Oscar - Best Director - Winner or Nominee,0,,,Neil Jordan,
Schindler's List,1993-01-01 00:00:00,Steven Spielberg,,1,Oscar - Best Director - Winner or Nominee,0,,,Steven Spielberg,
Short Cuts,1993-01-01 00:00:00,Robert Altman,,1,Oscar - Best Director - Winner or Nominee,0,,,Robert Altman,
The Piano,1993-01-01 00:00:00,Jane Campion,,1,Oscar - Best Director - Winner or Nominee,0,,,Jane Campion,
The Remains of the Day,1993-01-01 00:00:00,James Ivory,,1,Oscar - Best Director - Winner or Nominee,0,,,James Ivory,
In the Name of the Father,1993-01-01 00:00:00,Jim Sheridan,,1,Oscar - Best Director - Winner or Nominee,0,,,Jim Sheridan,
Forrest Gump,1994-01-01 00:00:00,Robert Zemeckis,,1,Oscar - Best Director - Winner or Nominee,0,,,Robert Zemeckis,
Bullets over Broadway,1994-01-01 00:00:00,Woody Allen,,1,Oscar - Best Director - Winner or Nominee,0,,,Woody Allen,
Three Colours: Red,1994-01-01 00:00:00,Krzysztof Kieślowski,,1,Oscar - Best Director - Winner or Nominee,0,,,Krzysztof Kieślowski,
Quiz Show,1994-01-01 00:00:00,Robert Redford,,1,Oscar - Best Director - Winner or Nominee,0,,,Robert Redford,
Pulp Fiction,1994-01-01 00:00:00,Quentin Tarantino,,1,Oscar - Best Director - Winner or Nominee,0,,,Quentin Tarantino,
Braveheart,1995-01-01 00:00:00,Mel Gibson,,1,Oscar - Best Director - Winner or Nominee,0,,,Mel Gibson,
Leaving Las Vegas,1995-01-01 00:00:00,Mike Figgis,,1,Oscar - Best Director - Winner or Nominee,0,,,Mike Figgis,
Babe,1995-01-01 00:00:00,Chris Noonan,,1,Oscar - Best Director - Winner or Nominee,0,,,Chris Noonan,
Il Postino: The Postman,1995-01-01 00:00:00,Michael Radford,,1,Oscar - Best Director - Winner or Nominee,0,,,Michael Radford,
Dead Man Walking,1995-01-01 00:00:00,Tim Robbins,,1,Oscar - Best Director - Winner or Nominee,0,,,Tim Robbins,
The English Patient,1996-01-01 00:00:00,Anthony Minghella,,1,Oscar - Best Director - Winner or Nominee,0,,,Anthony Minghella,
Fargo,1996-01-01 00:00:00,Joel Coen,,1,Oscar - Best Director - Winner or Nominee,0,,,Joel Coen,
The People vs. Larry Flynt,1996-01-01 00:00:00,Miloš Forman,,1,Oscar - Best Director - Winner or Nominee,0,,,Miloš Forman,
Shine,1996-01-01 00:00:00,Scott Hicks,,1,Oscar - Best Director - Winner or Nominee,0,,,Scott Hicks,
Secrets & Lies,1996-01-01 00:00:00,Mike Leigh,,1,Oscar - Best Director - Winner or Nominee,0,,,Mike Leigh,
Titanic,1997-01-01 00:00:00,James Cameron,,1,Oscar - Best Director - Winner or Nominee,0,,,James Cameron,
The Full Monty,1997-01-01 00:00:00,Peter Cattaneo,,1,Oscar - Best Director - Winner or Nominee,0,,,Peter Cattaneo,
The Sweet Hereafter,1997-01-01 00:00:00,Atom Egoyan,,1,Oscar - Best Director - Winner or Nominee,0,,,Atom Egoyan,
L.A. Confidential,1997-01-01 00:00:00,Curtis Hanson,,1,Oscar - Best Director - Winner or Nominee,0,,,Curtis Hanson,
Good Will Hunting,1997-01-01 00:00:00,Gus Van Sant,,1,Oscar - Best Director - Winner or Nominee,0,,,Gus Van Sant,
Saving Private Ryan,1998-01-01 00:00:00,Steven Spielberg,,1,Oscar - Best Director - Winner or Nominee,0,,,Steven Spielberg,
Life Is Beautiful,1998-01-01 00:00:00,Roberto Benigni,,1,Oscar - Best Director - Winner or Nominee,0,,,Roberto Benigni,
Shakespeare in Love,1998-01-01 00:00:00,John Madden,,1,Oscar - Best Director - Winner or Nominee,0,,,John Madden,
The Thin Red Line,1998-01-01 00:00:00,Terrence Malick,,1,Oscar - Best Director - Winner or Nominee,0,,,Terrence Malick,
The Truman Show,1998-01-01 00:00:00,Peter Weir,,1,Oscar - Best Director - Winner or Nominee,0,,,Peter Weir,
American Beauty,1999-01-01 00:00:00,Sam Mendes,,1,Oscar - Best Director - Winner or Nominee,0,,,Sam Mendes,
The Cider House Rules,1999-01-01 00:00:00,Lasse Hallström,,1,Oscar - Best Director - Winner or Nominee,0,,,Lasse Hallström,
Being John Malkovich,1999-01-01 00:00:00,Spike Jonze,,1,Oscar - Best Director - Winner or Nominee,0,,,Spike Jonze,
The Insider,1999-01-01 00:00:00,Michael Mann,,1,Oscar - Best Director - Winner or Nominee,0,,,Michael Mann,
The Sixth Sense,1999-01-01 00:00:00,M. Night Shyamalan,,1,Oscar - Best Director - Winner or Nominee,0,,,M. Night Shyamalan,
Traffic,2000-01-01 00:00:00,Steven Soderbergh,,1,Oscar - Best Director - Winner or Nominee,0,,,Steven Soderbergh,
Billy Elliot,2000-01-01 00:00:00,Stephen Daldry,,1,Oscar - Best Director - Winner or Nominee,0,,,Stephen Daldry,
"Crouching Tiger, Hidden Dragon",2000-01-01 00:00:00,Ang Lee,,1,Oscar - Best Director - Winner or Nominee,0,,,Ang Lee,
Gladiator,2000-01-01 00:00:00,Ridley Scott,,1,Oscar - Best Director - Winner or Nominee,0,,,Ridley Scott,
Erin Brockovich,2000-01-01 00:00:00,Steven Soderbergh,,1,Oscar - Best Director - Winner or Nominee,0,,,Steven Soderbergh,
A Beautiful Mind,2001-01-01 00:00:00,Ron Howard,,1,Oscar - Best Director - Winner or Nominee,0,,,Ron Howard,
Gosford Park,2001-01-01 00:00:00,Robert Altman,,1,Oscar - Best Director - Winner or Nominee,0,,,Robert Altman,
The Lord of the Rings: The Fellowship of the Ring,2001-01-01 00:00:00,Peter Jackson,,1,Oscar - Best Director - Winner or Nominee,0,,,Peter Jackson,
Mulholland Drive,2001-01-01 00:00:00,David Lynch,,1,Oscar - Best Director - Winner or Nominee,0,,,David Lynch,
Black Hawk Down,2001-01-01 00:00:00,Ridley Scott,,1,Oscar - Best Director - Winner or Nominee,0,,,Ridley Scott,
The Pianist,2002-01-01 00:00:00,Roman Polanski,,1,Oscar - Best Director - Winner or Nominee,0,,,Roman Polanski,
Talk to Her,2002-01-01 00:00:00,Pedro Almodóvar,,1,Oscar - Best Director - Winner or Nominee,0,,,Pedro Almodóvar,
The Hours,2002-01-01 00:00:00,Stephen Daldry,,1,Oscar - Best Director - Winner or Nominee,0,,,Stephen Daldry,
Chicago,2002-01-01 00:00:00,Rob Marshall,,1,Oscar - Best Director - Winner or Nominee,0,,,Rob Marshall,
Gangs of New York,2002-01-01 00:00:00,Martin Scorsese,,1,Oscar - Best Director - Winner or Nominee,0,,,Martin Scorsese,
The Lord of the Rings: The Return of the King,2003-01-01 00:00:00,Peter Jackson,,1,Oscar - Best Director - Winner or Nominee,0,,,Peter Jackson,
Lost in Translation,2003-01-01 00:00:00,Sofia Coppola,,1,Oscar - Best Director - Winner or Nominee,0,,,Sofia Coppola,
Mystic River,2003-01-01 00:00:00,Clint Eastwood,,1,Oscar - Best Director - Winner or Nominee,0,,,Clint Eastwood,
City of God,2003-01-01 00:00:00,Fernando Meirelles,,1,Oscar - Best Director - Winner or Nominee,0,,,Fernando Meirelles,
Master and Commander: The Far Side of the World,2003-01-01 00:00:00,Peter Weir,,1,Oscar - Best Director - Winner or Nominee,0,,,Peter Weir,
Million Dollar Baby,2004-01-01 00:00:00,Clint Eastwood,,1,Oscar - Best Director - Winner or Nominee,0,,,Clint Eastwood,
Ray,2004-01-01 00:00:00,Taylor Hackford,,1,Oscar - Best Director - Winner or Nominee,0,,,Taylor Hackford,
Vera Drake,2004-01-01 00:00:00,Mike Leigh,,1,Oscar - Best Director - Winner or Nominee,0,,,Mike Leigh,
Sideways,2004-01-01 00:00:00,Alexander Payne,,1,Oscar - Best Director - Winner or Nominee,0,,,Alexander Payne,
The Aviator,2004-01-01 00:00:00,Martin Scorsese,,1,Oscar - Best Director - Winner or Nominee,0,,,Martin Scorsese,
Brokeback Mountain,2005-01-01 00:00:00,Ang Lee,,1,Oscar - Best Director - Winner or Nominee,0,,,Ang Lee,
"Good Night, and Good Luck",2005-01-01 00:00:00,George Clooney,,1,Oscar - Best Director - Winner or Nominee,0,,,George Clooney,
Crash,2005-01-01 00:00:00,Paul Haggis,,1,Oscar - Best Director - Winner or Nominee,0,,,Paul Haggis,
Capote,2005-01-01 00:00:00,Bennett Miller,,1,Oscar - Best Director - Winner or Nominee,0,,,Bennett Miller,
Munich,2005-01-01 00:00:00,Steven Spielberg,,1,Oscar - Best Director - Winner or Nominee,0,,,Steven Spielberg,
The Departed,2006-01-01 00:00:00,Martin Scorsese,,1,Oscar - Best Director - Winner or Nominee,0,,,Martin Scorsese,
Letters from Iwo Jima,2006-01-01 00:00:00,Clint Eastwood,,1,Oscar - Best Director - Winner or Nominee,0,,,Clint Eastwood,
The Queen,2006-01-01 00:00:00,Stephen Frears,,1,Oscar - Best Director - Winner or Nominee,0,,,Stephen Frears,
United 93,2006-01-01 00:00:00,Paul Greengrass,,1,Oscar - Best Director - Winner or Nominee,0,,,Paul Greengrass,
Babel,2006-01-01 00:00:00,Alejandro González Iñárritu,,1,Oscar - Best Director - Winner or Nominee,0,,,Alejandro González Iñárritu,
No Country for Old Men,2007-01-01 00:00:00,Joel Coen and Ethan Coen,,1,Oscar - Best Director - Winner or Nominee,0,,,Joel Coen and Ethan Coen,
There Will Be Blood,2007-01-01 00:00:00,Paul Thomas Anderson,,1,Oscar - Best Director - Winner or Nominee,0,,,Paul Thomas Anderson,
Michael Clayton,2007-01-01 00:00:00,Tony Gilroy,,1,Oscar - Best Director - Winner or Nominee,0,,,Tony Gilroy,
Juno,2007-01-01 00:00:00,Jason Reitman,,1,Oscar - Best Director - Winner or Nominee,0,,,Jason Reitman,
The Diving Bell and the Butterfly,2007-01-01 00:00:00,Julian Schnabel,,1,Oscar - Best Director - Winner or Nominee,0,,,Julian Schnabel,
Slumdog Millionaire,2008-01-01 00:00:00,Danny Boyle,,1,Oscar - Best Director - Winner or Nominee,0,,,Danny Boyle,
The Reader,2008-01-01 00:00:00,Stephen Daldry,,1,Oscar - Best Director - Winner or Nominee,0,,,Stephen Daldry,
The Curious Case of Benjamin Button,2008-01-01 00:00:00,David Fincher,,1,Oscar - Best Director - Winner or Nominee,0,,,David Fincher,
Frost/Nixon,2008-01-01 00:00:00,Ron Howard,,1,Oscar - Best Director - Winner or Nominee,0,,,Ron Howard,
Milk,2008-01-01 00:00:00,Gus Van Sant,,1,Oscar - Best Director - Winner or Nominee,0,,,Gus Van Sant,
The Hurt Locker,2009-01-01 00:00:00,Kathryn Bigelow,,1,Oscar - Best Director - Winner or Nominee,0,,,Kathryn Bigelow,
Avatar,2009-01-01 00:00:00,James Cameron,,1,Oscar - Best Director - Winner or Nominee,0,,,James Cameron,
Precious,2009-01-01 00:00:00,Lee Daniels,,1,Oscar - Best Director - Winner or Nominee,0,,,Lee Daniels,
Up in the Air,2009-01-01 00:00:00,Jason Reitman,,1,Oscar - Best Director - Winner or Nominee,0,,,Jason Reitman,
Inglourious Basterds,2009-01-01 00:00:00,Quentin Tarantino,,1,Oscar - Best Director - Winner or Nominee,0,,,Quentin Tarantino,
The King's Speech,2010-01-01 00:00:00,Tom Hooper,,1,Oscar - Best Director - Winner or Nominee,0,,,Tom Hooper,
Black Swan,2010-01-01 00:00:00,Darren Aronofsky,,1,Oscar - Best Director - Winner or Nominee,0,,,Darren Aronofsky,
True Grit,2010-01-01 00:00:00,Joel Coen and Ethan Coen,,1,Oscar - Best Director - Winner or Nominee,0,,,Joel Coen and Ethan Coen,
The Social Network,2010-01-01 00:00:00,David Fincher,,1,Oscar - Best Director - Winner or Nominee,0,,,David Fincher,
The Fighter,2010-01-01 00:00:00,David O. Russell,,1,Oscar - Best Director - Winner or Nominee,0,,,David O. Russell,
The Artist,2011-01-01 00:00:00,Michel Hazanavicius,,1,Oscar - Best Director - Winner or Nominee,0,,,Michel Hazanavicius,
Midnight in Paris,2011-01-01 00:00:00,Woody Allen,,1,Oscar - Best Director - Winner or Nominee,0,,,Woody Allen,
The Tree of Life,2011-01-01 00:00:00,Terrence Malick,,1,Oscar - Best Director - Winner or Nominee,0,,,Terrence Malick,
The Descendants,2011-01-01 00:00:00,Alexander Payne,,1,Oscar - Best Director - Winner or Nominee,0,,,Alexander Payne,
Hugo,2011-01-01 00:00:00,Martin Scorsese,,1,Oscar - Best Director - Winner or Nominee,0,,,Martin Scorsese,
Life of Pi,2012-01-01 00:00:00,Ang Lee,,1,Oscar - Best Director - Winner or Nominee,0,,,Ang Lee,
Amour,2012-01-01 00:00:00,Michael Haneke,,1,Oscar - Best Director - Winner or Nominee,0,,,Michael Haneke,
Silver Linings Playbook,2012-01-01 00:00:00,David O. Russell,,1,Oscar - Best Director - Winner or Nominee,0,,,David O. Russell,
Lincoln,2012-01-01 00:00:00,Steven Spielberg,,1,Oscar - Best Director - Winner or Nominee,0,,,Steven Spielberg,
Beasts of the Southern Wild,2012-01-01 00:00:00,Benh Zeitlin,,1,Oscar - Best Director - Winner or Nominee,0,,,Benh Zeitlin,
Gravity,2013-01-01 00:00:00,Alfonso Cuarón,,1,Oscar - Best Director - Winner or Nominee,0,,,Alfonso Cuarón,
12 Years a Slave,2013-01-01 00:00:00,Steve McQueen,,1,Oscar - Best Director - Winner or Nominee,0,,,Steve McQueen,
Nebraska,2013-01-01 00:00:00,Alexander Payne,,1,Oscar - Best Director - Winner or Nominee,0,,,Alexander Payne,
American Hustle,2013-01-01 00:00:00,David O. Russell,,1,Oscar - Best Director - Winner or Nominee,0,,,David O. Russell,
The Wolf of Wall Street,2013-01-01 00:00:00,Martin Scorsese,,1,Oscar - Best Director - Winner or Nominee,0,,,Martin Scorsese,
Birdman,2014-01-01 00:00:00,Alejandro González Iñárritu,,1,Oscar - Best Director - Winner or Nominee,0,,,Alejandro González Iñárritu,
The Grand Budapest Hotel,2014-01-01 00:00:00,Wes Anderson,,1,Oscar - Best Director - Winner or Nominee,0,,,Wes Anderson,
Boyhood,2014-01-01 00:00:00,Richard Linklater,,1,Oscar - Best Director - Winner or Nominee,0,,,Richard Linklater,
Foxcatcher,2014-01-01 00:00:00,Bennett Miller,,1,Oscar - Best Director - Winner or Nominee,0,,,Bennett Miller,
The Imitation Game,2014-01-01 00:00:00,Morten Tyldum,,1,Oscar - Best Director - Winner or Nominee,0,,,Morten Tyldum,
The Revenant,2015-01-01 00:00:00,Alejandro González Iñárritu,,1,Oscar - Best Director - Winner or Nominee,0,,,Alejandro González Iñárritu,
Room,2015-01-01 00:00:00,Lenny Abrahamson,,1,Oscar - Best Director - Winner or Nominee,0,,,Lenny Abrahamson,
Spotlight,2015-01-01 00:00:00,Tom McCarthy,,1,Oscar - Best Director - Winner or Nominee,0,,,Tom McCarthy,
The Big Short,2015-01-01 00:00:00,Adam McKay,,1,Oscar - Best Director - Winner or Nominee,0,,,Adam McKay,
Mad Max: Fury Road,2015-01-01 00:00:00,George Miller,,1,Oscar - Best Director - Winner or Nominee,0,,,George Miller,
La La Land,2016-01-01 00:00:00,Damien Chazelle,,1,Oscar - Best Director - Winner or Nominee,0,,,Damien Chazelle,
Hacksaw Ridge,2016-01-01 00:00:00,Mel Gibson,,1,Oscar - Best Director - Winner or Nominee,0,,,Mel Gibson,
Moonlight,2016-01-01 00:00:00,Barry Jenkins,,1,Oscar - Best Director - Winner or Nominee,0,,,Barry Jenkins,
Manchester by the Sea,2016-01-01 00:00:00,Kenneth Lonergan,,1,Oscar - Best Director - Winner or Nominee,0,,,Kenneth Lonergan,
Arrival,2016-01-01 00:00:00,Denis Villeneuve,,1,Oscar - Best Director - Winner or Nominee,0,,,Denis Villeneuve,
The Shape of Water,2017-01-01 00:00:00,Guillermo del Toro,,1,Oscar - Best Director - Winner or Nominee,0,,,Guillermo del Toro,
Phantom Thread,2017-01-01 00:00:00,Paul Thomas Anderson,,1,Oscar - Best Director - Winner or Nominee,0,,,Paul Thomas Anderson,
Lady Bird,2017-01-01 00:00:00,Greta Gerwig,,1,Oscar - Best Director - Winner or Nominee,0,,,Greta Gerwig,
Dunkirk,2017-01-01 00:00:00,Christopher Nolan,,1,Oscar - Best Director - Winner or Nominee,0,,,Christopher Nolan,
Get Out,2017-01-01 00:00:00,Jordan Peele,,1,Oscar - Best Director - Winner or Nominee,0,,,Jordan Peele,
Roma,2018-01-01 00:00:00,Alfonso Cuarón,,1,Oscar - Best Director - Winner or Nominee,0,,,Alfonso Cuarón,
The Favourite,2018-01-01 00:00:00,Yorgos Lanthimos,,1,Oscar - Best Director - Winner or Nominee,0,,,Yorgos Lanthimos,
BlacKkKlansman,2018-01-01 00:00:00,Spike Lee,,1,Oscar - Best Director - Winner or Nominee,0,,,Spike Lee,
Vice,2018-01-01 00:00:00,Adam McKay,,1,Oscar - Best Director - Winner or Nominee,0,,,Adam McKay,
Cold War,2018-01-01 00:00:00,Paweł Pawlikowski,,1,Oscar - Best Director - Winner or Nominee,0,,,Paweł Pawlikowski,
Parasite,2019-01-01 00:00:00,Bong Joon-ho,,1,Oscar - Best Director - Winner or Nominee,0,,,Bong Joon-ho,
1917,2019-01-01 00:00:00,Sam Mendes,,1,Oscar - Best Director - Winner or Nominee,0,,,Sam Mendes,
Joker,2019-01-01 00:00:00,Todd Phillips,,1,Oscar - Best Director - Winner or Nominee,0,,,Todd Phillips,
The Irishman,2019-01-01 00:00:00,Martin Scorsese,,1,Oscar - Best Director - Winner or Nominee,0,,,Martin Scorsese,
Once Upon a Time in Hollywood,2019-01-01 00:00:00,Quentin Tarantino,,1,Oscar - Best Director - Winner or Nominee,0,,,Quentin Tarantino,
Nomadland,2020-01-01 00:00:00,Chloé Zhao,,1,Oscar - Best Director - Winner or Nominee,0,,,Chloé Zhao,
Minari,2020-01-01 00:00:00,Lee Isaac Chung,,1,Oscar - Best Director - Winner or Nominee,0,,,Lee Isaac Chung,
Promising Young Woman,2020-01-01 00:00:00,Emerald Fennell,,1,Oscar - Best Director - Winner or Nominee,0,,,Emerald Fennell,
Mank,2020-01-01 00:00:00,David Fincher,,1,Oscar - Best Director - Winner or Nominee,0,,,David Fincher,
Another Round,2020-01-01 00:00:00,Thomas Vinterberg,,1,Oscar - Best Director - Winner or Nominee,0,,,Thomas Vinterberg,
The Power of the Dog,2021-01-01 00:00:00,Jane Campion,,1,Oscar - Best Director - Winner or Nominee,0,,,Jane Campion,
Licorice Pizza,2021-01-01 00:00:00,Paul Thomas Anderson,,1,Oscar - Best Director - Winner or Nominee,0,,,Paul Thomas Anderson,
Belfast,2021-01-01 00:00:00,Kenneth Branagh,,1,Oscar - Best Director - Winner or Nominee,0,,,Kenneth Branagh,
Drive My Car,2021-01-01 00:00:00,Ryusuke Hamaguchi,,1,Oscar - Best Director - Winner or Nominee,0,,,Ryusuke Hamaguchi,
West Side Story,2021-01-01 00:00:00,Steven Spielberg,,1,Oscar - Best Director - Winner or Nominee,0,,,Steven Spielberg,
Everything Everywhere All at Once,2022-01-01 00:00:00,Daniel Kwan and Daniel Scheinert,,1,Oscar - Best Director - Winner or Nominee,0,,,Daniel Kwan and Daniel Scheinert,
Tár,2022-01-01 00:00:00,Todd Field,,1,Oscar - Best Director - Winner or Nominee,0,,,Todd Field,
The Banshees of Inisherin,2022-01-01 00:00:00,Martin McDonagh,,1,Oscar - Best Director - Winner or Nominee,0,,,Martin McDonagh,
Triangle of Sadness,2022-01-01 00:00:00,Ruben Östlund,,1,Oscar - Best Director - Winner or Nominee,0,,,Ruben Östlund,
The Fabelmans,2022-01-01 00:00:00,Steven Spielberg,,1,Oscar - Best Director - Winner or Nominee,0,,,Steven Spielberg,
Wings,1927-01-01 00:00:00,"Lucien Hubbard, Jesse L. Lasky, B.P. Schulberg , & Adolph Zukor",,1,Oscar - Best Film - Winner or Nominee,0,,,,Famous Players–Lasky 
7th Heaven,1927-01-01 00:00:00,William Fox,,1,Oscar - Best Film - Winner or Nominee,0,,,,Fox 
The Racket,1927-01-01 00:00:00,Howard Hughes,,1,Oscar - Best Film - Winner or Nominee,0,,,,The Caddo Company 
The Broadway Melody,1928-01-01 00:00:00,Irving Thalberg & Lawrence Weingarten,,1,Oscar - Best Film - Winner or Nominee,0,,,,Metro-Goldwyn-Mayer 
Alibi,1928-01-01 00:00:00,Roland West,,1,Oscar - Best Film - Winner or Nominee,0,,,,Feature Productions 
Hollywood Revue,1928-01-01 00:00:00,Irving Thalberg & Harry Rapf,,1,Oscar - Best Film - Winner or Nominee,0,,,,Metro-Goldwyn-Mayer 
In Old Arizona,1928-01-01 00:00:00,Winfield Sheehan,,1,Oscar - Best Film - Winner or Nominee,0,,,,Fox 
The Patriot,1928-01-01 00:00:00,,,1,Oscar - Best Film - Winner or Nominee,0,,,,Paramount Famous Lasky
All Quiet on the Western Front,1929-01-01 00:00:00,Carl Laemmle Jr.,,1,Oscar - Best Film - Winner or Nominee,0,,,,Universal 
The Big House,1929-01-01 00:00:00,Irving Thalberg,,1,Oscar - Best Film - Winner or Nominee,0,,,,Cosmopolitan 
Disraeli,1929-01-01 00:00:00,Jack L. Warner & Darryl F. Zanuck,,1,Oscar - Best Film - Winner or Nominee,0,,,,Warner Bros. 
The Divorcee,1929-01-01 00:00:00,Robert Z. Leonard,,1,Oscar - Best Film - Winner or Nominee,0,,,,Metro-Goldwyn-Mayer 
The Love Parade,1929-01-01 00:00:00,Ernst Lubitsch,,1,Oscar - Best Film - Winner or Nominee,0,,,,Paramount Famous Lasky 
Cimarron,1930-01-01 00:00:00,William LeBaron,,1,Oscar - Best Film - Winner or Nominee,0,,,,RKO Radio 
East Lynne,1930-01-01 00:00:00,,,1,Oscar - Best Film - Winner or Nominee,0,,,,Fox
The Front Page,1930-01-01 00:00:00,Howard Hughes & Lewis Milestone,,1,Oscar - Best Film - Winner or Nominee,0,,,,The Caddo Company 
Skippy,1930-01-01 00:00:00,"Jesse L. Lasky, B.P. Schulberg, & Adolph Zukor",,1,Oscar - Best Film - Winner or Nominee,0,,,,Paramount Publix 
